clock_cycle,channel,rank,bankgroup,bank,row,column,row_hit_rate,consec_hits,dist_from_last_hit,diff_accesses,label
1095491,0,1,2,0,8087,0,0.1643,0,-1,0.1966,open
1095492,0,0,0,1,5865,0,0.241,0,-1,0.3176,closed
1095565,0,0,2,3,7395,50,0.0887,0,-1,0.0973,closed
1095571,0,1,1,0,2136,25,0.1515,0,-1,0.1786,closed
1096234,0,1,2,0,8087,1,0.1631,0,-1,0.1949,closed
1096342,0,0,3,1,5994,62,0.1574,0,-1,0.1868,closed
1096346,0,0,0,0,6469,126,0.2342,0,-1,0.3058,closed
1096404,0,1,3,2,3972,30,0.0543,0,-1,0.0575,closed
1096410,0,0,3,1,2615,43,0.156,0,-1,0.1848,closed
1097163,0,0,3,1,5994,63,0.1545,0,-1,0.1828,closed
1097290,0,0,1,0,5793,87,0.0283,0,-1,0.0291,closed
1097291,0,1,3,0,3169,87,0.1458,0,-1,0.1707,closed
1097354,0,0,1,3,7567,55,0.2593,0,-1,0.35,closed
1097360,0,1,2,3,5369,13,0.0982,0,-1,0.1089,open
1097730,0,1,2,3,5369,14,0.1062,1,370,0.1188,closed
1098192,0,1,3,2,3093,52,0.0538,0,-1,0.0568,closed
1098193,0,1,2,0,5603,116,0.162,0,-1,0.1933,closed
1098270,0,0,0,0,5743,8,0.2327,0,-1,0.3033,closed
1098276,0,1,3,2,1529,26,0.0532,0,-1,0.0562,closed
1099164,0,0,1,2,1057,76,0.2471,0,-1,0.3281,closed
1099168,0,0,2,3,6041,76,0.088,0,-1,0.0965,closed
1099231,0,0,1,0,1263,120,0.028,0,-1,0.0288,closed
1099237,0,1,0,2,4959,82,0.1757,0,-1,0.2131,closed
1100044,0,0,3,2,3206,117,0.1176,0,-1,0.1333,closed
1100051,0,0,3,0,4997,87,0.13,0,-1,0.1494,closed
1100734,0,1,2,1,498,59,0.1875,0,-1,0.2308,closed
1100740,0,0,3,1,2426,0,0.1532,0,-1,0.1809,closed
1101780,0,1,3,1,6458,123,0.0471,0,-1,0.0494,closed
1101781,0,0,3,3,5030,59,0.1892,0,-1,0.2333,closed
1101844,0,0,0,1,1690,119,0.2398,0,-1,0.3154,closed
1101883,0,0,0,1,3104,73,0.2386,0,-1,0.3133,open
